uid,province,district,name,electionday,pre,abroad,dis,cons,NVoters,NValid,Votes,isprevote,type,isabroad,isdisab,constit,eday
22479,20246,seongbuggugab,prevote_in,0,1,0,0,Seoul_11,201075,58577,39718,TRUE,p,FALSE,FALSE,Seoul_11,FALSE
22470,20246,seongbuggugab,abroad,0,0,1,0,Seoul_11,1219,325,241,FALSE,d,TRUE,FALSE,Seoul_11,FALSE
22603,20246,seongbuggueul,jangwijei3dongjei1tu,1,0,0,0,Seoul_12,179971,72199,39532,FALSE,p,FALSE,FALSE,Seoul_12,TRUE
22589,20246,seongbuggueul,prevote_in,0,1,0,0,Seoul_12,179971,46759,31043,TRUE,p,FALSE,FALSE,Seoul_12,FALSE
22550,20246,seongbuggueul,abroad,0,0,1,0,Seoul_12,772,206,160,FALSE,d,TRUE,FALSE,Seoul_12,FALSE
20625,20246,gangbuggugab,beon2dongjei4tu,1,0,0,0,Seoul_13,140589,49625,26190,FALSE,p,FALSE,FALSE,Seoul_13,TRUE
20635,20246,gangbuggugab,prevote_in,0,1,0,0,Seoul_13,140589,35890,23183,TRUE,p,FALSE,FALSE,Seoul_13,FALSE
20595,20246,gangbuggugab,abroad,0,0,1,0,Seoul_13,537,149,102,FALSE,d,TRUE,FALSE,Seoul_13,FALSE
20688,20246,gangbuggueul,songcheondongjei2tu,1,0,0,0,Seoul_14,136939,55181,33093,FALSE,p,FALSE,FALSE,Seoul_14,TRUE
20668,20246,gangbuggueul,prevote_in,0,1,0,0,Seoul_14,136939,33151,23832,TRUE,p,FALSE,FALSE,Seoul_14,FALSE
20655,20246,gangbuggueul,abroad,0,0,1,0,Seoul_14,556,121,83,FALSE,d,TRUE,FALSE,Seoul_14,FALSE
21667,20246,dobonggugab,chang1dongjei2tu,1,0,0,0,Seoul_15,142082,56122,27639,FALSE,p,FALSE,FALSE,Seoul_15,TRUE
21659,20246,dobonggugab,prevote_in,0,1,0,0,Seoul_15,142082,37503,22919,TRUE,p,FALSE,FALSE,Seoul_15,FALSE
21649,20246,dobonggugab,abroad,0,0,1,0,Seoul_15,543,122,92,FALSE,d,TRUE,FALSE,Seoul_15,FALSE
21739,20246,dobonggueul,banghag2dongjei3tu,1,0,0,0,Seoul_16,148101,60093,29089,FALSE,p,FALSE,FALSE,Seoul_16,TRUE
21761,20246,dobonggueul,prevote_in,0,1,0,0,Seoul_16,148101,37401,22570,TRUE,p,FALSE,FALSE,Seoul_16,FALSE
21711,20246,dobonggueul,abroad,0,0,1,0,Seoul_16,540,135,94,FALSE,d,TRUE,FALSE,Seoul_16,FALSE
21553,20246,nowueongubyeong,sanggyei5dongjei2tu,1,0,0,0,Seoul_17,150830,62361,30351,FALSE,p,FALSE,FALSE,Seoul_17,TRUE
21522,20246,nowueongubyeong,prevote_out,0,1,0,0,Seoul_17,150830,41964,25055,TRUE,d,FALSE,FALSE,Seoul_17,FALSE
21523,20246,nowueongubyeong,abroad,0,0,1,0,Seoul_17,605,185,137,FALSE,d,TRUE,FALSE,Seoul_17,FALSE
21587,20246,nowueongueul,hagyei1dongjei1tu,1,0,0,0,Seoul_18,163050,73159,42960,FALSE,p,FALSE,FALSE,Seoul_18,TRUE
21609,20246,nowueongueul,prevote_in,0,1,0,0,Seoul_18,163050,40957,28538,TRUE,p,FALSE,FALSE,Seoul_18,FALSE
21583,20246,nowueongueul,abroad,0,0,1,0,Seoul_18,686,173,131,FALSE,d,TRUE,FALSE,Seoul_18,FALSE
21473,20246,nowueongugab,wueolgyei1dongjei5tu,1,0,0,0,Seoul_19,138336,59788,31308,FALSE,p,FALSE,FALSE,Seoul_19,TRUE
21475,20246,nowueongugab,prevote_in,0,1,0,0,Seoul_19,138336,34960,22464,TRUE,p,FALSE,FALSE,Seoul_19,FALSE
21465,20246,nowueongugab,abroad,0,0,1,0,Seoul_19,581,159,115,FALSE,d,TRUE,FALSE,Seoul_19,FALSE
23521,20246,jungguseongdonggugab_seongdonggu,seongsu1gajei1dongjei4tu,1,0,0,0,Seoul_2,191129,74501,36593,FALSE,p,FALSE,FALSE,Seoul_2,TRUE
23580,20246,jungguseongdonggugab_seongdonggu,prevote_in,0,1,0,0,Seoul_2,191129,54944,33637,TRUE,p,FALSE,FALSE,Seoul_2,FALSE
23509,20246,jungguseongdonggugab_seongdonggu,abroad,0,0,1,0,Seoul_2,1032,294,153,FALSE,d,TRUE,FALSE,Seoul_2,FALSE
23286,20246,eunpyeonggugab,eungamjei2dongjei3tu,1,0,0,0,Seoul_20,206015,75423,44723,FALSE,p,FALSE,FALSE,Seoul_20,TRUE
23298,20246,eunpyeonggugab,prevote_in,0,1,0,0,Seoul_20,206015,58595,41404,TRUE,p,FALSE,FALSE,Seoul_20,FALSE
23264,20246,eunpyeonggugab,abroad,0,0,1,0,Seoul_20,902,288,221,FALSE,d,TRUE,FALSE,Seoul_20,FALSE
23367,20246,eunpyeonggueul,jingwandongjei2tu,1,0,0,0,Seoul_21,209104,81888,42839,FALSE,p,FALSE,FALSE,Seoul_21,TRUE
23350,20246,eunpyeonggueul,prevote_in,0,1,0,0,Seoul_21,209104,55269,35872,TRUE,p,FALSE,FALSE,Seoul_21,FALSE
23340,20246,eunpyeonggueul,abroad,0,0,1,0,Seoul_21,1025,244,173,FALSE,d,TRUE,FALSE,Seoul_21,FALSE
22223,20246,seodaemungugab,sinchondongjei5tu,1,0,0,0,Seoul_22,130968,52958,25526,FALSE,p,FALSE,FALSE,Seoul_22,TRUE
22245,20246,seodaemungugab,prevote_in,0,1,0,0,Seoul_22,130968,36922,22310,TRUE,p,FALSE,FALSE,Seoul_22,FALSE
22195,20246,seodaemungugab,abroad,0,0,1,0,Seoul_22,962,219,141,FALSE,d,TRUE,FALSE,Seoul_22,FALSE
22310,20246,seodaemungueul,buggajwajei2dongjei7tu,1,0,0,0,Seoul_23,140617,55402,31388,FALSE,p,FALSE,FALSE,Seoul_23,TRUE
22273,20246,seodaemungueul,prevote_in,0,1,0,0,Seoul_23,140617,39428,26756,TRUE,p,FALSE,FALSE,Seoul_23,FALSE
22256,20246,seodaemungueul,abroad,0,0,1,0,Seoul_23,769,198,138,FALSE,d,TRUE,FALSE,Seoul_23,FALSE
22054,20246,mapogugab,gongdeogdongjei2tu,1,0,0,0,Seoul_24,135135,55265,27866,FALSE,p,FALSE,FALSE,Seoul_24,TRUE
22099,20246,mapogugab,prevote_in,0,1,0,0,Seoul_24,135135,39373,25118,TRUE,p,FALSE,FALSE,Seoul_24,FALSE
22049,20246,mapogugab,abroad,0,0,1,0,Seoul_24,1012,289,176,FALSE,d,TRUE,FALSE,Seoul_24,FALSE
22144,20246,mapogueul,mangwueon1dongjei5tu,1,0,0,0,Seoul_25,188551,76811,36951,FALSE,p,FALSE,FALSE,Seoul_25,TRUE
22111,20246,mapogueul,prevote_out,0,1,0,0,Seoul_25,188551,51876,32190,TRUE,d,FALSE,FALSE,Seoul_25,FALSE
22112,20246,mapogueul,abroad,0,0,1,0,Seoul_25,1118,296,194,FALSE,d,TRUE,FALSE,Seoul_25,FALSE
22863,20246,yangcheongugab,mog2dongjei4tu,1,0,0,0,Seoul_26,205312,91103,42176,FALSE,p,FALSE,FALSE,Seoul_26,TRUE
22869,20246,yangcheongugab,prevote_in,0,1,0,0,Seoul_26,205312,59347,35784,TRUE,p,FALSE,FALSE,Seoul_26,FALSE
22848,20246,yangcheongugab,abroad,0,0,1,0,Seoul_26,1435,358,235,FALSE,d,TRUE,FALSE,Seoul_26,FALSE
22957,20246,yangcheongueul,sinwueol4dongjei2tu,1,0,0,0,Seoul_27,175757,68171,35846,FALSE,p,FALSE,FALSE,Seoul_27,TRUE
22942,20246,yangcheongueul,prevote_in,0,1,0,0,Seoul_27,175757,47669,30785,TRUE,p,FALSE,FALSE,Seoul_27,FALSE
22932,20246,yangcheongueul,abroad,0,0,1,0,Seoul_27,656,178,127,FALSE,d,TRUE,FALSE,Seoul_27,FALSE
20752,20246,gangseogugab,hwagogjei8dongjei2tu,1,0,0,0,Seoul_28,173038,69276,35324,FALSE,p,FALSE,FALSE,Seoul_28,TRUE
20721,20246,gangseogugab,prevote_out,0,1,0,0,Seoul_28,173038,43943,27928,TRUE,d,FALSE,FALSE,Seoul_28,FALSE
20722,20246,gangseogugab,abroad,0,0,1,0,Seoul_28,718,193,143,FALSE,d,TRUE,FALSE,Seoul_28,FALSE
20862,20246,gangseogueul,gayangjei1dongjei3tu,1,0,0,0,Seoul_29,175175,71998,36997,FALSE,p,FALSE,FALSE,Seoul_29,TRUE
20906,20246,gangseogueul,prevote_in,0,1,0,0,Seoul_29,175175,46531,29524,TRUE,p,FALSE,FALSE,Seoul_29,FALSE
20845,20246,gangseogueul,abroad,0,0,1,0,Seoul_29,842,225,162,FALSE,d,TRUE,FALSE,Seoul_29,FALSE
23600,20246,jungguseongdonggueul_junggu,sogongdongjei2tu,1,0,0,0,Seoul_3,182621,71530,33076,FALSE,p,FALSE,FALSE,Seoul_3,TRUE
23614,20246,jungguseongdonggueul_junggu,prevote_in,0,1,0,0,Seoul_3,182621,51476,30808,TRUE,p,FALSE,FALSE,Seoul_3,FALSE
23595,20246,jungguseongdonggueul_junggu,abroad,0,0,1,0,Seoul_3,1158,296,184,FALSE,d,TRUE,FALSE,Seoul_3,FALSE
20820,20246,gangseogubyeong,hwagogjei4dongjei2tu,1,0,0,0,Seoul_30,160554,61838,33371,FALSE,p,FALSE,FALSE,Seoul_30,TRUE
20788,20246,gangseogubyeong,prevote_in,0,1,0,0,Seoul_30,160554,45593,30985,TRUE,p,FALSE,FALSE,Seoul_30,FALSE
20785,20246,gangseogubyeong,abroad,0,0,1,0,Seoul_30,797,228,156,FALSE,d,TRUE,FALSE,Seoul_30,FALSE
21252,20246,gurogugab,gaebongjei1dongjei6tu,1,0,0,0,Seoul_31,204937,88724,43411,FALSE,p,FALSE,FALSE,Seoul_31,TRUE
21256,20246,gurogugab,prevote_in,0,1,0,0,Seoul_31,204937,51715,32295,TRUE,p,FALSE,FALSE,Seoul_31,FALSE
21227,20246,gurogugab,abroad,0,0,1,0,Seoul_31,819,236,159,FALSE,d,TRUE,FALSE,Seoul_31,FALSE
21345,20246,gurogueul,gurojei3dongjei5tu,1,0,0,0,Seoul_32,145918,57673,29776,FALSE,p,FALSE,FALSE,Seoul_32,TRUE
21349,20246,gurogueul,prevote_in,0,1,0,0,Seoul_32,145918,40385,26131,TRUE,p,FALSE,FALSE,Seoul_32,FALSE
21309,20246,gurogueul,abroad,0,0,1,0,Seoul_32,726,219,158,FALSE,d,TRUE,FALSE,Seoul_32,FALSE
21394,20246,geumcheongu,dogsanjei1dongjei6tu,1,0,0,0,Seoul_33,207073,78728,35624,FALSE,p,FALSE,FALSE,Seoul_33,TRUE
21376,20246,geumcheongu,prevote_out,0,1,0,0,Seoul_33,207073,51529,28982,TRUE,d,FALSE,FALSE,Seoul_33,FALSE
21377,20246,geumcheongu,abroad,0,0,1,0,Seoul_33,657,177,128,FALSE,d,TRUE,FALSE,Seoul_33,FALSE
23063,20246,yeongdeungpogugab,yangpyeongjei1dongjei2tu,1,0,0,0,Seoul_34,186958,76270,38622,FALSE,p,FALSE,FALSE,Seoul_34,TRUE
23013,20246,yeongdeungpogugab,prevote_in,0,1,0,0,Seoul_34,186958,52213,33624,TRUE,p,FALSE,FALSE,Seoul_34,FALSE
23010,20246,yeongdeungpogugab,abroad,0,0,1,0,Seoul_34,1039,271,192,FALSE,d,TRUE,FALSE,Seoul_34,FALSE
23099,20246,yeongdeungpogueul,yeoeuidongjei7tu,1,0,0,0,Seoul_35,138504,54430,24012,FALSE,p,FALSE,FALSE,Seoul_35,TRUE
23102,20246,yeongdeungpogueul,prevote_in,0,1,0,0,Seoul_35,138504,39026,22925,TRUE,p,FALSE,FALSE,Seoul_35,FALSE
23089,20246,yeongdeungpogueul,abroad,0,0,1,0,Seoul_35,880,198,136,FALSE,d,TRUE,FALSE,Seoul_35,FALSE
21948,20246,dongjaggugab,sangdojei4dongjei2tu,1,0,0,0,Seoul_36,184331,74446,37103,FALSE,p,FALSE,FALSE,Seoul_36,TRUE
21964,20246,dongjaggugab,prevote_in,0,1,0,0,Seoul_36,184331,52391,33000,TRUE,p,FALSE,FALSE,Seoul_36,FALSE
21912,20246,dongjaggugab,abroad,0,0,1,0,Seoul_36,970,282,185,FALSE,d,TRUE,FALSE,Seoul_36,FALSE
22009,20246,dongjaggueul,sadangjei1dongjei3tu,1,0,0,0,Seoul_37,160951,68218,31554,FALSE,p,FALSE,FALSE,Seoul_37,TRUE
22006,20246,dongjaggueul,prevote_in,0,1,0,0,Seoul_37,160951,49255,29681,TRUE,p,FALSE,FALSE,Seoul_37,FALSE
21984,20246,dongjaggueul,abroad,0,0,1,0,Seoul_37,1087,252,171,FALSE,d,TRUE,FALSE,Seoul_37,FALSE
21001,20246,gwanaggugab,sinrimdongjei4tu,1,0,0,0,Seoul_38,241989,85052,43473,FALSE,p,FALSE,FALSE,Seoul_38,TRUE
20928,20246,gwanaggugab,prevote_in,0,1,0,0,Seoul_38,241989,63954,39793,TRUE,p,FALSE,FALSE,Seoul_38,FALSE
20925,20246,gwanaggugab,abroad,0,0,1,0,Seoul_38,1138,248,209,FALSE,d,TRUE,FALSE,Seoul_38,FALSE
21040,20246,gwanaggueul,nangogdongjei2tu,1,0,0,0,Seoul_39,209101,77298,37334,FALSE,p,FALSE,FALSE,Seoul_39,TRUE
21038,20246,gwanaggueul,prevote_in,0,1,0,0,Seoul_39,209101,57049,35035,TRUE,p,FALSE,FALSE,Seoul_39,FALSE
21013,20246,gwanaggueul,abroad,0,0,1,0,Seoul_39,765,210,160,FALSE,d,TRUE,FALSE,Seoul_39,FALSE
23175,20246,yongsangu,yongsan2gadongjei2tu,1,0,0,0,Seoul_4,201645,75556,30824,FALSE,p,FALSE,FALSE,Seoul_4,TRUE
23234,20246,yongsangu,prevote_in,0,1,0,0,Seoul_4,201645,57689,31987,TRUE,p,FALSE,FALSE,Seoul_4,FALSE
23164,20246,yongsangu,abroad,0,0,1,0,Seoul_4,1588,398,190,FALSE,d,TRUE,FALSE,Seoul_4,FALSE
22358,20246,seochogugab,banpo4dongjei1tu,1,0,0,0,Seoul_40,161173,70663,21658,FALSE,p,FALSE,FALSE,Seoul_40,TRUE
22316,20246,seochogugab,prevote_out,0,1,0,0,Seoul_40,161173,45395,21123,TRUE,d,FALSE,FALSE,Seoul_40,FALSE
22317,20246,seochogugab,abroad,0,0,1,0,Seoul_40,1634,377,188,FALSE,d,TRUE,FALSE,Seoul_40,FALSE
22401,20246,seochogueul,seocho2dongjei2tu,1,0,0,0,Seoul_41,194229,83535,32576,FALSE,p,FALSE,FALSE,Seoul_41,TRUE
22405,20246,seochogueul,prevote_in,0,1,0,0,Seoul_41,194229,54756,29648,TRUE,p,FALSE,FALSE,Seoul_41,FALSE
22390,20246,seochogueul,abroad,0,0,1,0,Seoul_41,1935,419,209,FALSE,d,TRUE,FALSE,Seoul_41,FALSE
20284,20246,gangnamgugab,abgujeongdongjei6tu,1,0,0,0,Seoul_42,166051,66300,22783,FALSE,p,FALSE,FALSE,Seoul_42,TRUE
20271,20246,gangnamgugab,prevote_in,0,1,0,0,Seoul_42,166051,36655,17999,TRUE,p,FALSE,FALSE,Seoul_42,FALSE
20254,20246,gangnamgugab,abroad,0,0,1,0,Seoul_42,1486,323,152,FALSE,d,TRUE,FALSE,Seoul_42,FALSE
20421,20246,gangnamgueul,ilwueon2dongjei3tu,1,0,0,0,Seoul_43,139229,60585,24939,FALSE,p,FALSE,FALSE,Seoul_43,TRUE
20387,20246,gangnamgueul,prevote_in,0,1,0,0,Seoul_43,139229,40781,22084,TRUE,p,FALSE,FALSE,Seoul_43,FALSE
20384,20246,gangnamgueul,abroad,0,0,1,0,Seoul_43,1101,230,132,FALSE,d,TRUE,FALSE,Seoul_43,FALSE
20339,20246,gangnamgubyeong,daechi1dongjei2tu,1,0,0,0,Seoul_44,149971,70216,19800,FALSE,p,FALSE,FALSE,Seoul_44,TRUE
20360,20246,gangnamgubyeong,prevote_in,0,1,0,0,Seoul_44,149971,37851,16427,TRUE,p,FALSE,FALSE,Seoul_44,FALSE
20322,20246,gangnamgubyeong,abroad,0,0,1,0,Seoul_44,1742,394,192,FALSE,d,TRUE,FALSE,Seoul_44,FALSE
22629,20246,songpagugab,pungnab1dongjei3tu,1,0,0,0,Seoul_45,158365,66201,28089,FALSE,p,FALSE,FALSE,Seoul_45,TRUE
22678,20246,songpagugab,prevote_in,0,1,0,0,Seoul_45,158365,47438,26486,TRUE,p,FALSE,FALSE,Seoul_45,FALSE
22623,20246,songpagugab,abroad,0,0,1,0,Seoul_45,1149,256,128,FALSE,d,TRUE,FALSE,Seoul_45,FALSE
22835,20246,songpagueul,jamsil3dongjei8tu,1,0,0,0,Seoul_46,198477,89077,36638,FALSE,p,FALSE,FALSE,Seoul_46,TRUE
22837,20246,songpagueul,prevote_in,0,1,0,0,Seoul_46,198477,53390,28939,TRUE,p,FALSE,FALSE,Seoul_46,FALSE
22774,20246,songpagueul,abroad,0,0,1,0,Seoul_46,1490,358,183,FALSE,d,TRUE,FALSE,Seoul_46,FALSE
22749,20246,songpagubyeong,munjeong1dongjei4tu,1,0,0,0,Seoul_47,214423,91852,43564,FALSE,p,FALSE,FALSE,Seoul_47,TRUE
22760,20246,songpagubyeong,prevote_in,0,1,0,0,Seoul_47,214423,57953,35023,TRUE,p,FALSE,FALSE,Seoul_47,FALSE
22691,20246,songpagubyeong,abroad,0,0,1,0,Seoul_47,1224,298,202,FALSE,d,TRUE,FALSE,Seoul_47,FALSE
20455,20246,gangdonggugab,gangildongjei4tu,1,0,0,0,Seoul_48,220132,95517,44327,FALSE,p,FALSE,FALSE,Seoul_48,TRUE
20510,20246,gangdonggugab,prevote_in,0,1,0,0,Seoul_48,220132,60251,35860,TRUE,p,FALSE,FALSE,Seoul_48,FALSE
20448,20246,gangdonggugab,abroad,0,0,1,0,Seoul_48,1085,262,173,FALSE,d,TRUE,FALSE,Seoul_48,FALSE
20543,20246,gangdonggueul,cheonhojei1dongjei6tu,1,0,0,0,Seoul_49,164895,64930,32132,FALSE,p,FALSE,FALSE,Seoul_49,TRUE
20533,20246,gangdonggueul,prevote_out,0,1,0,0,Seoul_49,164895,43336,26895,TRUE,d,FALSE,FALSE,Seoul_49,FALSE
20534,20246,gangdonggueul,abroad,0,0,1,0,Seoul_49,715,222,146,FALSE,d,TRUE,FALSE,Seoul_49,FALSE
21118,20246,gwangjingugab,junggogjei4dongjei3tu,1,0,0,0,Seoul_5,155776,63861,30882,FALSE,p,FALSE,FALSE,Seoul_5,TRUE
21101,20246,gwangjingugab,prevote_in,0,1,0,0,Seoul_5,155776,41386,25578,TRUE,p,FALSE,FALSE,Seoul_5,FALSE
21092,20246,gwangjingugab,abroad,0,0,1,0,Seoul_5,783,205,146,FALSE,d,TRUE,FALSE,Seoul_5,FALSE
21197,20246,gwangjingueul,jayangjei3dongjei3tu,1,0,0,0,Seoul_6,151774,63278,28351,FALSE,p,FALSE,FALSE,Seoul_6,TRUE
21159,20246,gwangjingueul,prevote_out,0,1,0,0,Seoul_6,151774,44124,25719,TRUE,d,FALSE,FALSE,Seoul_6,FALSE
21160,20246,gwangjingueul,abroad,0,0,1,0,Seoul_6,752,214,140,FALSE,d,TRUE,FALSE,Seoul_6,FALSE
21780,20246,dongdaemungugab,abroad_office,1,0,0,0,Seoul_7,148241,56800,26823,FALSE,d,FALSE,FALSE,Seoul_7,TRUE
21819,20246,dongdaemungugab,prevote_in,0,1,0,0,Seoul_7,148241,40780,24598,TRUE,p,FALSE,FALSE,Seoul_7,FALSE
21779,20246,dongdaemungugab,abroad,0,0,1,0,Seoul_7,741,187,127,FALSE,d,TRUE,FALSE,Seoul_7,FALSE
21869,20246,dongdaemungueul,dabsibrijei1dongjei1tu,1,0,0,0,Seoul_8,156414,65614,33038,FALSE,p,FALSE,FALSE,Seoul_8,TRUE
21847,20246,dongdaemungueul,prevote_out,0,1,0,0,Seoul_8,156414,35493,22095,TRUE,d,FALSE,FALSE,Seoul_8,FALSE
21848,20246,dongdaemungueul,abroad,0,0,1,0,Seoul_8,557,144,97,FALSE,d,TRUE,FALSE,Seoul_8,FALSE
23713,20246,jungranggugab,myeonmogbondongjei1tu,1,0,0,0,Seoul_9,157956,55361,29578,FALSE,p,FALSE,FALSE,Seoul_9,TRUE
23721,20246,jungranggugab,prevote_in,0,1,0,0,Seoul_9,157956,40059,25512,TRUE,p,FALSE,FALSE,Seoul_9,FALSE
23709,20246,jungranggugab,abroad,0,0,1,0,Seoul_9,453,120,95,FALSE,d,TRUE,FALSE,Seoul_9,FALSE
24273,23840,junggu,daundongjei1tu,1,0,0,0,Ulsan Metropolitan City_1,187973,79296,23305,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_1,TRUE
24272,23840,junggu,prevote_in,0,1,0,0,Ulsan Metropolitan City_1,187973,48936,20689,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_1,FALSE
24213,23840,junggu,abroad,0,0,1,0,Ulsan Metropolitan City_1,395,99,56,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_1,FALSE
23862,23840,namgugab,sinjeong2dongjei5tu,1,0,0,0,Ulsan Metropolitan City_2,147577,63778,24468,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_2,TRUE
23897,23840,namgugab,prevote_in,0,1,0,0,Ulsan Metropolitan City_2,147577,39583,20243,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_2,FALSE
23848,23840,namgugab,abroad,0,0,1,0,Ulsan Metropolitan City_2,419,90,62,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_2,FALSE
23924,23840,namgueul,samsandongjei3tu,1,0,0,0,Ulsan Metropolitan City_3,126598,54346,19664,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_3,TRUE
23952,23840,namgueul,prevote_in,0,1,0,0,Ulsan Metropolitan City_3,126598,29272,13876,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_3,FALSE
23910,23840,namgueul,abroad,0,0,1,0,Ulsan Metropolitan City_3,274,49,21,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_3,FALSE
24002,23840,donggu,jeonha2dongjei1tu,1,0,0,0,Ulsan Metropolitan City_4,130157,52932,11584,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_4,TRUE
24001,23840,donggu,prevote_in,0,1,0,0,Ulsan Metropolitan City_4,130157,35243,10030,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_4,FALSE
23965,23840,donggu,abroad,0,0,1,0,Ulsan Metropolitan City_4,196,42,28,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_4,FALSE
24057,23840,buggu,nongso2dongjei5tu,1,0,0,0,Ulsan Metropolitan City_5,173315,74722,31709,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_5,TRUE
24080,23840,buggu,prevote_in,0,1,0,0,Ulsan Metropolitan City_5,173315,42197,22458,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_5,FALSE
24038,23840,buggu,abroad,0,0,1,0,Ulsan Metropolitan City_5,301,59,48,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_5,FALSE
24199,23840,uljugun,cheongryangeubjei1tu,1,0,0,0,Ulsan Metropolitan City_6,185688,76150,29447,FALSE,p,FALSE,FALSE,Ulsan Metropolitan City_6,TRUE
24194,23840,uljugun,prevote_in,0,1,0,0,Ulsan Metropolitan City_6,185688,49485,25057,TRUE,p,FALSE,FALSE,Ulsan Metropolitan City_6,FALSE
24117,23840,uljugun,abroad,0,0,1,0,Ulsan Metropolitan City_6,395,82,58,FALSE,d,TRUE,FALSE,Ulsan Metropolitan City_6,FALSE
